I (2704438) GATEWAY: Enviando START (Armando sensores)...

============================================
  >>> SENSOR 1 CONECTADO Y ARMADO <<< 
  (La grabacion empezara en 2 segundos...)
============================================


============================================
  >>> SENSOR 2 CONECTADO Y ARMADO <<< 
  (La grabacion empezara en 2 segundos...)
============================================


============================================
  >>> SENSOR 3 CONECTADO Y ARMADO <<< 
  (La grabacion empezara en 2 segundos...)
============================================

1,0,0,0.118,0.938,-0.178
1,0,10,0.121,0.942,-0.176
1,0,20,0.127,0.943,-0.165
1,0,30,0.128,0.937,-0.159
1,0,40,0.135,0.933,-0.162
1,0,50,0.140,0.926,-0.159
1,0,60,0.145,0.919,-0.145
1,0,70,0.145,0.915,-0.142
1,0,80,0.142,0.909,-0.136
1,0,90,0.133,0.903,-0.108
1,0,100,0.121,0.901,-0.081
1,0,110,0.107,0.899,-0.076
1,0,120,-0.098,1.005,-0.194
1,0,130,-0.045,0.993,-0.195
1,0,140,-0.005,0.972,-0.231
1,0,150,0.028,0.949,-0.295
1,0,160,0.047,0.931,-0.366
1,0,170,0.044,0.934,-0.429
1,0,180,0.006,0.961,-0.456
1,0,190,-0.049,0.996,-0.422
3,0,0,-0.192,0.933,-0.186
3,0,10,0.090,0.870,-0.124
3,0,20,0.222,0.830,-0.061
3,0,30,0.150,0.833,-0.130
3,0,40,0.285,0.842,-0.131
3,0,50,0.188,0.842,-0.133
3,0,60,0.178,0.903,-0.155
3,0,70,0.137,0.964,-0.161
3,0,80,0.150,1.038,-0.139
3,0,90,0.158,1.107,-0.113
3,0,100,-0.222,-0.370,0.145
3,0,110,-0.352,-0.277,0.171
3,0,120,-0.484,-0.223,0.211
3,0,130,-0.499,-0.151,0.261
3,0,140,-0.395,-0.077,0.222
3,0,150,-0.200,0.012,0.051
3,0,160,0.310,0.124,-0.312
3,0,170,0.538,0.214,-0.280
3,0,180,0.842,0.353,-0.044
3,0,190,1.185,0.516,-0.007
2,0,0,0.159,0.775,-0.227
2,0,10,0.207,0.863,-0.224
2,0,20,0.228,0.787,-0.188
2,0,30,0.252,0.772,-0.225
2,0,40,0.266,0.715,-0.267
2,0,50,0.231,0.567,-0.261
2,0,60,0.156,0.506,-0.254
2,0,70,0.131,0.469,-0.188
2,0,80,0.104,0.457,-0.147
2,0,90,0.125,0.456,-0.121
2,0,100,0.206,0.476,-0.120
2,0,110,0.299,0.385,-0.141
2,0,120,0.363,0.411,-0.214
2,0,130,0.466,0.436,-0.197
2,0,140,0.748,0.614,-0.339
2,0,150,0.812,0.751,-0.483
2,0,160,0.893,0.969,-0.572
2,0,170,1.072,1.325,-0.662
