I (686148) GATEWAY: Enviando START (Armando sensores)...

============================================
  >>> SENSOR 1 CONECTADO Y ARMADO <<< 
  (La grabacion empezara en 2 segundos...)
============================================


============================================
  >>> SENSOR 2 CONECTADO Y ARMADO <<< 
  (La grabacion empezara en 2 segundos...)
============================================


============================================
  >>> SENSOR 3 CONECTADO Y ARMADO <<< 
  (La grabacion empezara en 2 segundos...)
============================================

1,0,0,-0.017,0.974,-0.204
1,0,10,-0.014,0.971,-0.203
1,0,20,-0.011,0.967,-0.209
1,0,30,-0.012,0.965,-0.215
1,0,40,-0.013,0.959,-0.220
1,0,50,-0.016,0.956,-0.222
1,0,60,-0.019,0.957,-0.224
1,0,70,-0.019,0.960,-0.222
1,0,80,-0.018,0.965,-0.218
1,0,90,-0.017,0.972,-0.215
1,0,100,-0.017,0.976,-0.213
1,0,110,-0.016,0.981,-0.209
1,0,120,-0.018,0.979,-0.203
1,0,130,-0.018,0.977,-0.207
1,0,140,-0.020,0.973,-0.208
1,0,150,-0.022,0.971,-0.211
1,0,160,-0.021,0.969,-0.213
1,0,170,-0.021,0.968,-0.213
1,0,180,-0.021,0.966,-0.217
1,0,190,-0.242,0.905,-0.259
2,0,0,0.014,0.976,-0.182
2,0,10,0.014,0.973,-0.184
2,0,20,0.018,0.972,-0.184
2,0,30,0.018,0.972,-0.190
2,0,40,0.015,0.972,-0.188
2,0,50,0.015,0.970,-0.186
2,0,60,0.014,0.971,-0.185
2,0,70,0.014,0.969,-0.184
2,0,80,0.009,0.967,-0.186
2,0,90,0.011,0.966,-0.183
2,0,100,0.005,0.960,-0.184
2,0,110,0.002,0.963,-0.183
2,0,120,0.006,0.972,-0.177
2,0,130,-0.116,1.048,-0.033
2,0,140,-0.169,1.081,0.006
2,0,150,-0.215,1.073,0.063
2,0,160,-0.225,1.053,0.068
2,0,170,-0.221,0.999,0.055
2,0,180,-0.196,0.941,0.041
2,0,190,-0.165,0.874,0.030
3,0,0,-0.041,0.941,-0.175
3,0,10,-0.044,0.940,-0.169
3,0,20,-0.046,0.938,-0.168
3,0,30,-0.049,0.940,-0.166
3,0,40,-0.049,0.942,-0.163
3,0,50,-0.048,0.946,-0.160
3,0,60,-0.047,0.947,-0.158
3,0,70,-0.045,0.950,-0.159
3,0,80,-0.048,0.955,-0.159
3,0,90,-0.048,0.961,-0.156
3,0,100,-0.046,0.967,-0.150
3,0,110,0.105,0.875,-0.259
3,0,120,0.092,0.858,-0.233
3,0,130,0.064,0.855,-0.215
3,0,140,0.034,0.860,-0.213
3,0,150,0.021,0.831,-0.204
3,0,160,0.025,0.816,-0.207
3,0,170,0.016,0.765,-0.183
3,0,180,0.006,0.751,-0.177
3,0,190,0.025,0.714,-0.164
1,1,200,-0.267,0.920,-0.252
1,1,210,-0.284,0.903,-0.179
1,1,220,-0.302,0.924,-0.143
1,1,230,-0.311,0.904,-0.118
1,1,240,-0.319,0.930,-0.142
1,1,250,-0.351,0.959,-0.193
1,1,260,-0.334,0.960,-0.196
1,1,270,-0.306,0.986,-0.208
1,1,280,-0.276,0.997,-0.227
1,1,290,-0.253,0.976,-0.244
1,1,300,-0.115,0.934,-0.310
1,1,310,-0.025,0.915,-0.346
1,1,320,0.079,0.911,-0.377
1,1,330,0.191,0.929,-0.406
1,1,340,0.287,0.971,-0.382
1,1,350,0.360,1.042,-0.267
1,1,360,0.385,1.111,-0.098
1,1,370,0.371,1.155,0.052
1,1,380,0.329,1.185,0.108
1,1,390,0.242,1.187,0.075
2,1,200,-0.148,0.844,0.027
2,1,210,-0.152,0.824,0.034
2,1,220,-0.146,0.804,0.038
2,1,230,-0.142,0.786,0.038
2,1,240,-0.122,0.782,0.041
2,1,250,-0.088,0.793,0.052
2,1,260,-0.053,0.822,0.062
2,1,270,-0.022,0.808,0.069
2,1,280,-0.030,0.781,0.051
2,1,290,-0.021,0.764,0.053
2,1,300,-0.034,0.749,0.062
2,1,310,-0.048,0.764,0.064
2,1,320,-0.041,0.789,0.076
2,1,330,-0.053,0.821,0.090
2,1,340,-0.067,0.862,0.102
2,1,350,-0.070,0.897,0.113
2,1,360,-0.073,0.937,0.134
2,1,370,-0.086,0.970,0.157
2,1,380,-0.096,1.005,0.219
2,1,390,-0.123,1.037,0.253
3,1,200,0.025,0.694,-0.175
3,1,210,0.032,0.683,-0.175
3,1,220,0.021,0.680,-0.162
3,1,230,0.029,0.672,-0.131
3,1,240,0.031,0.675,-0.120
3,1,250,0.037,0.678,-0.115
3,1,260,0.041,0.707,-0.120
3,1,270,0.050,0.736,-0.118
3,1,280,0.050,0.777,-0.110
3,1,290,-0.020,0.927,-0.059
3,1,300,-0.060,0.973,-0.034
3,1,310,-0.096,0.996,-0.033
3,1,320,-0.125,0.997,-0.036
3,1,330,-0.171,0.994,-0.037
3,1,340,-0.216,0.990,-0.041
3,1,350,-0.213,0.973,-0.067
3,1,360,-0.177,0.971,-0.095
3,1,370,-0.115,1.001,-0.044
3,1,380,-0.056,1.032,0.051
3,1,390,-0.021,1.068,0.076
1,2,400,0.157,1.176,-0.025
1,2,410,0.081,1.159,-0.118
1,2,420,0.009,1.151,-0.228
1,2,430,0.033,1.179,-0.238
1,2,440,0.089,1.204,-0.200
1,2,450,0.145,1.215,-0.141
1,2,460,0.192,1.224,-0.112
1,2,470,0.201,1.228,-0.124
1,2,480,0.182,1.212,-0.142
1,2,490,0.124,1.178,-0.135
1,2,500,0.059,1.135,-0.127
1,2,510,-0.007,1.105,-0.130
1,2,520,-0.062,1.082,-0.119
1,2,530,-0.090,1.066,-0.119
1,2,540,-0.119,1.035,-0.091
1,2,550,-0.119,1.037,-0.085
1,2,560,-0.102,1.036,-0.096
1,2,570,-0.091,1.021,-0.105
1,2,580,-0.092,0.984,-0.107
1,2,590,-0.102,0.932,-0.116
2,2,400,-0.136,1.018,0.292
2,2,410,-0.131,0.970,0.319
2,2,420,-0.135,0.918,0.322
2,2,430,-0.126,0.867,0.279
2,2,440,-0.138,0.815,0.227
2,2,450,-0.145,0.784,0.222
2,2,460,-0.120,0.752,0.261
2,2,470,-0.055,0.758,0.241
2,2,480,-0.034,0.788,0.163
2,2,490,-0.069,0.874,-0.037
2,2,500,-0.032,0.958,-0.012
2,2,510,0.005,0.925,0.266
2,2,520,0.053,0.972,0.181
2,2,530,0.126,1.095,0.163
2,2,540,0.137,1.220,0.159
2,2,550,0.065,1.264,0.252
2,2,560,-0.002,1.264,0.297
2,2,570,-0.030,1.287,0.157
2,2,580,0.053,1.363,-0.010
2,2,590,0.148,1.452,0.044
3,2,400,-0.005,1.140,0.008
3,2,410,0.028,1.205,-0.035
3,2,420,0.037,1.304,0.008
3,2,430,0.026,1.315,0.017
3,2,440,0.021,1.296,-0.021
3,2,450,0.035,1.262,-0.122
3,2,460,0.094,1.263,-0.183
3,2,470,0.142,1.265,-0.118
3,2,480,0.187,1.247,0.016
3,2,490,0.210,1.188,0.085
3,2,500,0.157,1.070,0.086
3,2,510,0.043,0.984,-0.006
3,2,520,-0.153,0.972,-0.144
3,2,530,-0.370,0.986,-0.239
3,2,540,-0.436,0.976,-0.322
3,2,550,-0.349,0.934,-0.346
3,2,560,-0.235,0.851,-0.408
3,2,570,-0.043,0.812,-0.459
3,2,580,0.116,0.829,-0.464
3,2,590,0.215,0.879,-0.409
1,3,600,-0.116,0.880,-0.122
1,3,610,-0.125,0.832,-0.113
1,3,620,-0.095,0.775,-0.082
1,3,630,-0.059,0.728,-0.042
1,3,640,-0.022,0.694,-0.013
1,3,650,-0.001,0.659,0.043
1,3,660,0.077,0.613,0.106
1,3,670,0.070,0.591,0.129
1,3,680,0.028,0.594,0.144
1,3,690,-0.005,0.607,0.143
1,3,700,0.001,0.615,0.142
1,3,710,-0.019,0.607,0.151
1,3,720,-0.015,0.586,0.186
1,3,730,0.014,0.579,0.106
